task_id,sample_index,initial_state,final_state
davidaurelio__hashids-python-4,1,fail,fail
pschanely__CrossHair-225,1,fail,fail
SmileyChris__django-countries-460,1,fail,fail
dropbox__pyannotate-49,1,fail,pass
google__pinject-47,1,fail,pass
python-babel__babel-1135,1,fail,pass
tobgu__pyrsistent-221,1,fail,pass
Supervisor__supervisor-1283,1,fail,pass
cookiecutter__cookiecutter-2010,1,fail,fail
martinrusev__imbox-95,1,fail,fail
martinrusev__imbox-153,1,fail,fail
martinrusev__imbox-107,1,fail,fail
msiemens__tinydb-249,1,fail,fail
PyCQA__isort-2192,1,fail,fail
konradhalas__dacite-34,1,fail,pass
konradhalas__dacite-27,1,fail,fail
konradhalas__dacite-174,1,fail,fail
konradhalas__dacite-111,1,fail,fail
nosarthur__gita-103,1,fail,pass
websocket-client__websocket-client-671,1,fail,fail
lidatong__dataclasses-json-529,1,fail,pass
lidatong__dataclasses-json-375,1,fail,fail
a13xp0p0v__kernel-hardening-checker-183,1,fail,fail
facebookincubator__Bowler-102,1,fail,fail
keras-team__keras-preprocessing-270,1,fail,pass
simonw__sqlite-utils-537,1,fail,pass
KMKfw__kmk_firmware-1072,1,fail,fail
dephell__dephell-411,1,fail,pass
pydata__numexpr-472,1,fail,fail
wireservice__csvkit-1281,1,fail,fail
feature-engine__feature_engine-856,1,fail,fail
feature-engine__feature_engine-729,1,fail,fail
mljar__mljar-supervised-769,1,fail,pass
movingpandas__movingpandas-470,1,fail,fail
movingpandas__movingpandas-440,1,fail,fail
movingpandas__movingpandas-330,1,fail,fail
pynamodb__PynamoDB-1160,1,fail,fail
pynamodb__PynamoDB-1101,1,fail,fail
sqlalchemy__alembic-1301,1,fail,fail
xflr6__graphviz-110,1,fail,fail
alan-turing-institute__CleverCSV-6,1,fail,fail
exentriquesolutions__nip.io-32,1,fail,fail
pydoit__doit-405,1,fail,pass
pyro-ppl__numpyro-2016,1,fail,fail
adbar__trafilatura-656,1,fail,fail
pre-commit__pre-commit-hooks-1082,1,fail,pass
pre-commit__pre-commit-3425,1,fail,fail
pre-commit__pre-commit-3152,1,fail,fail
PyCQA__pyflakes-716,1,fail,fail
PyCQA__pyflakes-600,1,fail,pass
Shpota__github-activity-generator-17,1,fail,pass
platformio__platformio-core-5026,1,fail,fail
Breakthrough__PySceneDetect-269,1,fail,pass
bpython__bpython-932,1,fail,fail
facebookresearch__fvcore-90,1,fail,pass
pytorch__captum-1539,1,fail,fail
textstat__textstat-98,1,fail,fail
textstat__textstat-189,1,fail,pass
textstat__textstat-165,1,fail,pass
Shopify__shopify_python_api-737,1,fail,fail
ZFTurbo__Weighted-Boxes-Fusion-41,1,fail,fail
kellyjonbrazil__jc-599,1,fail,fail
msgpack__msgpack-python-427,1,fail,pass
carpedm20__emoji-265,1,fail,fail
pdfminer__pdfminer.six-885,1,fail,fail
log2timeline__plaso-4894,1,fail,pass
GitGuardian__ggshield-1094,1,fail,fail
alexgolec__tda-api-198,1,fail,fail
hauntsaninja__pyp-39,1,fail,fail
pythonprofilers__memory_profiler-224,1,fail,fail
borgmatic-collective__borgmatic-82,1,fail,fail
nidhaloff__deep-translator-46,1,fail,pass
adamghill__django-unicorn-622,1,fail,fail
mewwts__addict-92,1,fail,fail
mewwts__addict-43,1,fail,pass
nbQA-dev__nbQA-754,1,fail,fail
oauthlib__oauthlib-783,1,fail,fail
r1chardj0n3s__parse-81,1,fail,pass
r1chardj0n3s__parse-53,1,fail,fail
Pylons__waitress-261,1,fail,pass
duckdb__dbt-duckdb-566,1,fail,pass
jasonacox__tinytuya-620,1,fail,fail
jertel__elastalert2-1338,1,fail,fail
jorgebastida__awslogs-89,1,fail,pass
py-why__causal-learn-161,1,fail,fail
FreeOpcUa__python-opcua-1081,1,fail,fail
prometheus__client_python-1012,1,fail,fail
circus-tent__circus-1142,1,fail,fail
jcrist__msgspec-626,1,fail,pass
nvbn__thefuck-1279,1,fail,fail
bee-san__pyWhat-157,1,fail,fail
cantools__cantools-579,1,fail,pass
scrapy__parsel-259,1,fail,pass
nickstenning__honcho-190,1,fail,pass
pgvector__pgvector-python-72,1,fail,fail
ssut__py-googletrans-237,1,fail,fail
linkedin__qark-201,1,fail,pass
patroni__patroni-3404,1,fail,fail
patroni__patroni-3260,1,fail,pass
EnterpriseDB__barman-985,1,fail,fail
EnterpriseDB__barman-939,1,fail,fail
globocom__m3u8-382,1,fail,fail
globocom__m3u8-368,1,fail,pass
globocom__m3u8-288,1,fail,pass
globocom__m3u8-238,1,fail,fail
jsvine__pdfplumber-385,1,fail,fail
martinblech__xmltodict-222,1,fail,fail
CodeReclaimers__neat-python-71,1,fail,pass
gpiozero__gpiozero-875,1,fail,fail
graphql-python__graphene-1414,1,fail,fail
watson-developer-cloud__python-sdk-829,1,fail,fail
jarun__buku-778,1,fail,fail
terryyin__lizard-149,1,fail,fail
intelligent-machine-learning__dlrover-1471,1,fail,fail
